id,user_id,anecdote_id
1,200,12673
2,1174,27224
3,2490,41514
4,122,41564
5,868,924
6,3327,10046
7,4727,44095
8,1232,34068
9,1029,23031
10,4262,13177
11,21,17927
12,3237,5534
13,298,7475
14,1622,18547
15,1830,18962
16,681,36000
17,2235,32007
18,4531,11924
19,4212,47550
20,2093,23610
21,3961,20900
22,763,25724
23,1365,47001
24,2808,23132
25,2586,5008
26,3379,25395
27,752,10967
28,4749,39011
29,4695,561
30,2298,49991
31,2576,44138
32,2789,49580
33,3858,45800
34,1973,49110
35,2730,19714
36,697,1502
37,3023,34702
38,2431,46169
39,3970,25648
40,2879,47865
41,3814,43319
42,913,9659
43,4224,31717
44,3381,39610
45,1157,45591
46,4080,27665
47,3203,25598
48,591,49063
49,2455,26078
50,4866,43537
51,1503,11517
52,1547,4804
53,3520,34075
54,4118,21699
55,3144,2978
56,3666,30554
57,4030,4498
58,3324,44801
59,2173,47816
60,3918,1298
61,643,34940
62,4560,29974
63,1237,45114
64,1623,37804
65,2807,44492
66,2976,20542
67,4690,15777
68,4690,6137
69,701,14250
70,2515,31259
71,2938,18714
72,1180,4237
73,1614,23791
74,4982,1389
75,4881,26410
76,3200,23115
77,3676,32035
78,500,18978
79,2386,35951
80,4728,22975
81,371,30935
82,1059,6427
83,1279,49678
84,613,44358
85,2336,8853
86,4714,24146
87,2880,49599
88,1314,36316
89,481,32411
90,4247,6091
91,2016,1433
92,1655,15533
93,4381,4385
94,4898,9895
95,1936,34276
96,969,3099
97,1015,29732
98,1768,15590
99,1280,10119
100,1318,18282
101,251,45640
102,957,36095
103,4835,15038
104,702,49890
105,3674,2976
106,1503,20342
107,3834,19616
108,2316,31367
109,2493,19428
110,384,28452
111,2984,46074
112,4346,12742
113,3269,21297
114,3287,34797
115,3127,24929
116,2441,40604
117,340,29444
118,4056,17695
119,3434,47455
120,1674,11974
121,3975,18678
122,2620,9210
123,743,12263
124,4658,45146
125,1081,15745
126,166,49853
127,1640,47513
128,194,43980
129,1392,30213
130,1802,43576
131,3200,17811
132,1938,14163
133,2436,33419
134,2263,1649
135,1852,3160
136,3727,23896
137,389,37733
138,1635,12267
139,2573,23560
140,4966,20971
141,1659,46238
142,1804,17840
143,2387,48478
144,2276,20769
145,91,41355
146,3198,14683
147,187,45231
148,4980,20717
149,856,14870
150,172,48905
151,3326,40097
152,2313,35798
153,1265,20368
154,3047,32931
155,2403,4948
156,2398,9676
157,3650,17405
158,2787,23488
159,185,25734
160,4299,37100
161,476,47715
162,1699,5995
163,1734,1075
164,3448,9896
165,4927,2492
166,2524,19629
167,432,942
168,3226,34150
169,2000,3675
170,140,2727
171,3862,46307
172,3792,25870
173,2718,2126
174,1081,34874
175,2304,5850
176,568,17237
177,4694,5960
178,2003,11465
179,2618,15411
180,841,24340
181,4455,11420
182,649,30105
183,45,14310
184,2058,1446
185,1165,41411
186,871,25737
187,3311,6722
188,3234,26524
189,3250,9902
190,4133,25264
191,4678,44099
192,2251,45240
193,3190,32495
194,2550,15020
195,2515,39405
196,3621,25841
197,4206,32442
198,3315,4643
199,876,21782
200,18,5381
201,3719,14255
202,2632,41092
203,4884,27436
204,2514,10316
205,932,17148
206,4828,38839
207,313,14848
208,413,21309
209,2209,47459
210,220,19238
211,1457,21374
212,3873,30026
213,4641,10356
214,4559,43219
215,1416,38803
216,4553,14894
217,1971,45903
218,2294,35303
219,2492,35783
220,2266,7934
221,4391,23475
222,1369,14573
223,1830,18093
224,1658,483
225,2074,17087
226,4835,31578
227,2730,20489
228,50,10874
229,589,35782
230,4007,42069
231,4544,16390
232,4824,1180
233,3528,45568
234,3321,15605
235,2061,37206
236,1045,9859
237,1847,34698
238,2323,37287
239,1708,33308
240,481,1573
241,3673,4231
242,3031,2802
243,3278,29073
244,3481,6611
245,426,3978
246,2680,26194
247,2016,6833
248,1013,35972
249,3574,39752
250,2225,441
251,149,49367
252,4275,20373
253,3744,39505
254,758,49971
255,3361,32192
256,4552,4826
257,3753,7329
258,4815,16778
259,3453,49393
260,4421,40660
261,962,15731
262,4322,24380
263,2072,46009
264,1989,21228
265,867,15383
266,212,29427
267,2668,12631
268,1277,32022
269,4212,43537
270,2306,26546
271,4962,38439
272,2558,49894
273,66,21283
274,843,29610
275,4218,23867
276,3442,49462
277,2294,41690
278,4283,6723
279,515,7772
280,1657,47158
281,3085,30427
282,385,44802
283,2296,20414
284,3171,16552
285,497,37346
286,1506,2695
287,39,33150
288,2955,18657
289,1701,15401
290,2061,15755
291,4944,2588
292,2523,48915
293,1781,37918
294,3157,19468
295,4879,304
296,3316,9821
297,2963,47464
298,164,29797
299,3149,35742
300,3325,25210
301,3722,869
302,1841,10339
303,3774,22414
304,4297,34287
305,2667,41032
306,2899,17645
307,4264,6431
308,4603,45866
309,1279,12911
310,1077,13391
311,4309,18714
312,8,39021
313,2696,8936
314,1764,42143
315,50,16772
316,2005,8344
317,4615,10865
318,882,24037
319,4735,36163
320,2344,12159
321,1604,1235
322,2420,1940
323,2852,15951
324,1883,3984
325,2742,6308
326,4822,14490
327,4953,31975
328,187,39505
329,2725,4459
330,2834,30982
331,950,48068
332,4014,47550
333,3723,139
334,1659,12027
335,2354,6878
336,2240,14126
337,2778,7015
338,2240,8373
339,1711,38755
340,3920,42491
341,3190,43510
342,27,36103
343,1955,42364
344,4929,26620
345,4542,32176
346,2623,16690
347,2345,29896
348,4490,29044
349,3956,38814
350,850,44043
351,4370,34847
352,3474,25573
353,4411,26113
354,3417,10274
355,4063,7535
356,546,17418
357,2886,17280
358,1286,21749
359,4634,19962
360,715,17383
361,1071,20304
362,1728,2436
363,3732,14543
364,1117,32878
365,4854,40978
366,374,6211
367,3434,3215
368,3058,1321
369,540,49919
370,3819,3496
371,1973,24942
372,819,30386
373,1957,31001
374,1528,20157
375,2028,31848
376,2566,42208
377,3019,16794
378,3325,1207
379,2316,390
380,2125,46277
381,4110,28533
382,4647,17977
383,1039,16816
384,1848,3964
385,1740,43064
386,3417,36023
387,3789,5429
388,4047,45148
389,1033,36284
390,4312,19507
391,3912,11923
392,3504,6669
393,3468,41347
394,3629,8
395,663,25853
396,2651,12314
397,3586,26245
398,4661,31594
399,2891,43864
400,2552,46357
401,3395,43151
402,1227,41841
403,1877,45611
404,3928,13764
405,342,24442
406,2590,12962
407,2648,34105
408,1454,32838
409,389,14927
410,2361,1060
411,3778,45845
412,3469,6658
413,1018,28094
414,4954,40903
415,2206,37031
416,3633,9032
417,1985,14872
418,3571,35749
419,3723,11733
420,111,17778
421,4072,18643
422,4567,32756
423,2576,31932
424,64,41259
425,550,48903
426,4484,30236
427,4159,25036
428,4749,861
429,4211,9143
430,1749,39711
431,787,14638
432,1872,35158
433,3155,28000
434,4219,41655
435,1568,44793
436,532,10562
437,1852,20573
438,387,15502
439,378,26751
440,3861,17668
441,564,29176
442,2172,41127
443,3011,39904
444,4674,28374
445,3194,35296
446,2233,44170
447,1183,11331
448,1068,43582
449,3377,22154
450,3859,26328
451,4193,28870
452,1900,4896
453,844,48985
454,97,36858
455,2785,29141
456,1874,25767
457,879,39542
458,165,13077
459,2603,45225
460,2604,4472
461,3236,1609
462,4334,2718
463,1268,16739
464,3781,18039
465,4901,20645
466,1532,25233
467,657,39583
468,113,10350
469,3092,23292
470,155,2217
471,1461,34685
472,3005,49832
473,482,35962
474,1576,30393
475,91,28403
476,3691,46892
477,1766,35382
478,1741,10409
479,3475,37565
480,2343,18165
481,4199,965
482,1030,32619
483,3589,49767
484,1175,33158
485,1616,40157
486,3850,20927
487,2428,26631
488,4200,867
489,744,37529
490,4043,27041
491,4268,9075
492,955,30578
493,4584,32344
494,55,41885
495,4144,1943
496,3609,7697
497,3822,11479
498,1793,48245
499,3655,40820
500,586,18149
501,2366,29822
502,4805,21428
503,1892,43330
504,1789,29134
505,2848,2835
506,4111,35232
507,586,41618
508,4319,39500
509,3448,13838
510,4858,2002
511,2635,47845
512,2705,7808
513,3763,893
514,3796,46602
515,2340,41379
516,1024,24185
517,4196,30003
518,977,31680
519,1175,16942
520,3560,14768
521,568,11704
522,914,48035
523,2521,14103
524,1792,59
525,2297,4759
526,832,42323
527,2979,23141
528,2679,13713
529,3148,42900
530,524,21451
531,364,30519
532,1667,46269
533,2892,35136
534,3567,965
535,1808,9900
536,4682,49957
537,4069,25043
538,2879,48947
539,3862,23541
540,3145,39818
541,3953,8362
542,2150,37641
543,4888,88
544,3437,3937
545,4542,6420
546,2869,19360
547,2421,10698
548,4864,14366
549,2882,26623
550,1740,44330
551,2639,26551
552,4401,28785
553,421,21725
554,3650,29159
555,168,47451
556,3880,32799
557,4485,39005
558,4522,7814
559,3378,48294
560,1843,109
561,4152,6656
562,3999,7281
563,2200,21506
564,254,25810
565,3967,34572
566,514,17504
567,677,45148
568,4470,12158
569,402,18254
570,4240,49555
571,4622,12586
572,1399,26269
573,3814,45121
574,289,16465
575,3237,3102
576,654,13627
577,4965,45188
578,3631,32334
579,3813,35763
580,4773,19458
581,1388,12599
582,4939,42754
583,4554,4509
584,8,16864
585,1801,36097
586,2787,2290
587,2075,5823
588,2552,27420
589,900,48180
590,2074,49014
591,4544,8323
592,1906,10829
593,4053,36602
594,3253,31110
595,134,46223
596,906,28660
597,2539,14397
598,2443,38067
599,889,33162
600,1349,16045
601,470,16838
602,2831,16954
603,1853,40300
604,4381,41526
605,3979,11810
606,892,27728
607,51,23248
608,3769,36487
609,1830,35341
610,4215,5942
611,2428,11018
612,3914,24903
613,3068,38752
614,58,16143
615,3801,185
616,611,48350
617,1943,17188
618,546,10267
619,2389,44382
620,1629,30247
621,2021,9293
622,858,24463
623,1344,36586
624,2483,14140
625,3089,25452
626,2823,18380
627,397,39486
628,141,8245
629,2674,3674
630,1777,2086
631,1516,8035
632,4004,13319
633,2205,23225
634,1648,21036
635,2186,1753
636,3072,29666
637,230,12063
638,2269,18305
639,3583,49563
640,1433,8892
641,88,26983
642,4779,25504
643,3206,38419
644,1914,21344
645,40,16145
646,1439,16446
647,3387,41119
648,3324,39282
649,3274,34176
650,3140,40960
651,768,18987
652,1592,30857
653,3421,43193
654,1972,27722
655,242,9737
656,486,23279
657,3658,45939
658,1987,5443
659,2036,24304
660,1340,25836
661,2892,4074
662,452,2721
663,3400,2762
664,61,2844
665,1580,11524
666,4961,46096
667,517,20750
668,1795,20038
669,1221,3401
670,1554,38240
671,876,37776
672,3894,48923
673,2773,1632
674,2639,31803
675,4005,12399
676,1528,48130
677,4347,17713
678,4279,4958
679,4043,17854
680,1765,29628
681,4249,42662
682,3247,24241
683,1565,43873
684,3240,35637
685,809,7354
686,2620,10233
687,818,7307
688,2492,9454
689,3609,12011
690,73,13541
691,2451,35857
692,4230,23230
693,1857,13796
694,1769,9245
695,3222,45154
696,1386,19286
697,4637,18836
698,4734,39085
699,2478,34586
700,1773,28511
701,4028,46261
702,4022,13357
703,4198,42430
704,2418,1119
705,4464,18268
706,394,25248
707,1965,48141
708,1534,20980
709,2909,24575
710,427,24979
711,2610,19127
712,2290,49957
713,1212,32246
714,4978,6592
715,3967,39751
716,2482,38814
717,4005,49526
718,2605,29496
719,1977,15826
720,4692,809
721,1891,11995
722,4644,12818
723,1250,40242
724,1572,14462
725,2365,2189
726,1601,22060
727,4998,38256
728,3405,21047
729,912,2779
730,3687,42896
731,4633,17230
732,1137,19823
733,724,33736
734,3310,11814
735,2428,24868
736,3280,7092
737,2056,46209
738,4342,44937
739,2633,33484
740,3595,22577
741,2462,49154
742,1367,20334
743,3069,9212
744,277,7623
745,3837,20401
746,122,41847
747,2369,36322
748,608,38859
749,3394,19429
750,1836,49717
751,846,28702
752,2144,11502
753,2681,32210
754,23,12382
755,4643,38787
756,4477,17445
757,1901,24129
758,2580,24604
759,658,34230
760,4024,12151
761,4195,28090
762,25,18578
763,4594,42962
764,1523,47316
765,3958,30282
766,2374,41035
767,1436,28566
768,3915,30504
769,3177,43306
770,1737,5148
771,102,39904
772,3298,20775
773,1329,35355
774,4199,21078
775,4674,32929
776,4842,7293
777,2261,23557
778,4378,3734
779,1907,4831
780,4035,40550
781,1124,29458
782,504,34290
783,3890,34711
784,2700,7396
785,2435,13990
786,4368,9484
787,347,44029
